,data,text,sentiment,stats,links
645,https://twitter.com/olekaburu/status/1732981374691205563#m,So KBL & UDV(Eabl kenya) would move their operations to markets that are less than 40% of their revenue to and leave 60% share because it is cheap. The cost of the capex in investment doesn't make sense the taxation would be higher on imported products so that argument doesn't,,"Dec 8, 2023 · 4:32 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
646,https://twitter.com/EngPKiarie/status/1732961169579593809#m,The Kenya unit of EABL contributes 64pc of the firms revenue compared to 21pc in Uganda and 15pc in Tanzania. They are going nowhere!,,"Dec 8, 2023 · 3:11 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
647,https://twitter.com/abosobrian/status/1732954619263783092#m,As much as I really doubt that but ....Cost of production in Kenya has become really Impossible ..And truth is EABL has really scaled down ...There is something really wrong when beer and pharmaceutical companies are not making profits..That means the rest are almost at 0!!,,"Dec 8, 2023 · 2:45 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
648,https://twitter.com/kenzislitto/status/1732906659071107488#m,People just tweet nonsense chemical engineer anajua nini about how the company is being run EABL biggest market is Kenya they wouldn't even try to move. What they can do is open similar company in tz for that market,,"Dec 7, 2023 · 11:35 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
649,https://twitter.com/KambiSportsNet/status/1732872628744904785#m,This is like Toyota planning to move their HQ from Japan.That would be the end of EABL brand,,"Dec 7, 2023 · 9:20 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
650,https://twitter.com/gich99/status/1732868965888664037#m,You come across some really crazy takes on this app.  People forget how hard EABL has worked to protect this market. There’s a time those guys were willing to lose money than let Castle Breweries into Kenya.,,"Dec 7, 2023 · 9:05 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
651,https://twitter.com/_fkitsao/status/1732862033207406926#m,Educate me. What exactly will be the impact of moving the plant on the taxes paid by EABL?,,"Dec 7, 2023 · 8:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
652,https://twitter.com/_fkitsao/status/1732860496682868947#m,How does setting up the plant in TZ affect the tax paid by EABL in Kenya?,,"Dec 7, 2023 · 8:31 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
653,https://twitter.com/Kells__K/status/1732860006008066190#m,Lmao uwongo uwongo...hahaaa EABL ain't moving nowhere. Sometimes muweke proof or verifiable defense on premise to such callous words  Improper things like this should be foot marked or reviewed on twitter notes 📝 📋,,"Dec 7, 2023 · 8:29 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 1, 'likes': 2}"
654,https://twitter.com/marvin_chege10/status/1732858842914938946#m,"I hope not this month. It will be a bad time to move since this is prime season for drinks.  Either way, EABL leaving this country would be a corporate crisis and a massive blow on the country's economy.   Social effects? Worse given we have fake alcohol in some parts here",,"Dec 7, 2023 · 8:25 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
655,https://twitter.com/Papichu001/status/1732853660256759992#m,Eabl ni deepstates wata bribe nabii nabwa evade tax as usual.,,"Dec 7, 2023 · 8:04 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
656,https://twitter.com/waruguru_kinyua/status/1732839945402810863#m,"These new flavours sound so good, gives me an interest in learning about craft beers  #kbl #eabl #craftbeers",,"Dec 7, 2023 · 7:10 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
657,https://twitter.com/manue_jnuks/status/1732826541006999786#m,Ficha eabl wasione,,"Dec 7, 2023 · 6:16 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
658,https://twitter.com/Coachingjoshua/status/1732819513454874730#m,I thought you were talking EABL,,"Dec 7, 2023 · 5:49 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
659,https://twitter.com/Alex19089919859/status/1732779862228709518#m,Let's see kama ntamake kutoka naks sato.,,"Dec 7, 2023 · 3:11 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
660,https://twitter.com/mugendi2teresia/status/1732779303731904966#m,🤣😅. Una question Jesus Na unajua mambo ya pombe anaelewa Kuliko ata EABL,,"Dec 7, 2023 · 3:09 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 8}"
661,https://twitter.com/lawrenceraul38/status/1732778634123804860#m,Hakuna gift vouchers za Christmas? 😃😃 #SpiceDrive,,"Dec 7, 2023 · 3:06 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
662,https://twitter.com/SpiceFMKE/status/1732778070220628460#m,"There's something for everyone at the thebar.com this festive season!   Come through for a magical experience this Friday, Saturday and Sunday courtesy of .@EABL_PLC x @TisTheSeason254 #SpiceDrive",,"Dec 7, 2023 · 3:04 PM UTC","{'comments': 2, 'retweets': 1, 'quotes': 0, 'likes': 7}"
663,https://twitter.com/AlkebuLan_Ke/status/1732746313740026161#m,@EABL_PLC bring us such instead of TPF,,"Dec 7, 2023 · 12:58 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
664,https://twitter.com/Finney_Israel/status/1732746075440615899#m,EABL has positioned itself as a leader in the corporate world and also a contributor to political discourse through funding. My main concern is its unchecked monopoly. Can SMEs that try  to tap into the brewery market thrive? EABL seems to take any small competition as a threat. It has been using state apparatus and its financial muscles to frustrate smaller actors. This must change for a beneficial competition in the brewery sector.,,"Dec 7, 2023 · 12:57 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 4}"
665,https://twitter.com/AbdullahiNurow4/status/1732745289977475422#m,@EABL_PLC tried this game and the outcome wasn't good.  Time will tell.,,"Dec 7, 2023 · 12:54 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
666,https://twitter.com/TheAbojani/status/1732726465790120447#m,"It's Thursday! Let's throw it back to the very first IPO on the Nairobi Stock Exchange  EABL started as Kenya Brewery more than 100 years ago, brewing its very first beer in December 1920  The first batch was delivered to the Stanley Hotel where it was opened to a mixed reaction. #TbtThursdays",,"Dec 7, 2023 · 11:39 AM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 3}"
667,https://twitter.com/gatheeeeee/status/1732726228447031646#m,I think its time to invest in EABL,,"Dec 7, 2023 · 11:38 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
668,https://twitter.com/CharnwoodBball/status/1732725181435478263#m,Great to see some of our class of '23 lads courtside at yesterday's EABL game.   #BritishBasketball,,"Dec 7, 2023 · 11:34 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 5}"
669,https://twitter.com/AmbokoJH/status/1732724498263105865#m,"EABL's Director for Corporate Relations, Eric Kiniti, wards off as ""market speculation"" claims that the brewer's majority shareholder, Diageo, is looking to exit a part of its beer portfolio, Tusker included.  EABL's beer portfolio has been on a strong post-COVID19 rebound with sales up 12.0% in FY2021, 17.0% in FY2022. FY2023 numbers posted a 2.0% contraction, largely on hits from aggressive excise tax.  When I sat down with EABL CFO, Risper Genga Ohaga, on FY2022 numbers, she indicated beer was benefiting from the on-trade business resumption following lifting of COVID19 restrictions",,"Dec 7, 2023 · 11:31 AM UTC","{'comments': 4, 'retweets': 35, 'quotes': 2, 'likes': 67}"
670,https://twitter.com/calvingitonga/status/1732719116086108431#m,EABL top positions are led by women plus NGO'S,,"Dec 7, 2023 · 11:10 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
671,https://twitter.com/curious_georgii/status/1732702347921424775#m,To flesh this out. I remember a few months ago Eabl CEO was summoned to parliament to explain if Diageo was planning to sell Eabl..  This was due to the former increasing its shareholding in the latter (50% to ~65%)  Was this the foreshadowing?,,"Dec 7, 2023 · 10:03 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
672,https://twitter.com/DavidOsege/status/1732695614687682706#m,and emotional perspectives rather than being grounded in comprehensive empirical investigations. 2/2. @UgandaBreweries @EABL_PLC,,"Dec 7, 2023 · 9:36 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
673,https://twitter.com/munchkin_ke/status/1732692332380561531#m,EABL shares at Kes 112 is just insane😢,,"Dec 7, 2023 · 9:23 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
674,https://twitter.com/Kenyans/status/1732687743480701306#m,"Jane Karuku is a captain of industry and a business leader with over 20 years experience in management across diverse sectors.  She is the current Group Managing Director and Chief Executive Officer (CEO) of the East Africa Breweries Limited (EABL), a position she has held since 2021.  #Top100Kenyans2023",,"Dec 7, 2023 · 9:05 AM UTC","{'comments': 3, 'retweets': 1, 'quotes': 0, 'likes': 14}"
675,https://twitter.com/KBCChannel1/status/1732684242335760726#m,Manyatta MP Gitonga Mukunji has vowed to fight the move by EABL to start production of new flavors under the brand name Manyatta. #KBCniYetu ^RO,,"Dec 7, 2023 · 8:51 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 4}"
676,https://twitter.com/kbcenglish/status/1732683866928750915#m,"Manyatta MP Gitonga Mukunji has vowed to fight the move by EABL to start production of new flavors under the brand name Manyatta in and out of court, saying the name has its heritage and deep connections with the people of the area.  ^PMN #KBCEnglishService",,"Dec 7, 2023 · 8:50 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 4, 'likes': 1}"
677,https://twitter.com/mainabrand/status/1732671770048483722#m,"I have a friend who works in EABL na yeye hukunywa KEG . Nikimuuliza the reasons yeye husema ile siku nitajua what happens inside EABL , then nitakuwa nakunywa keg",,"Dec 7, 2023 · 8:01 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 11}"
678,https://twitter.com/Goddie_Ke/status/1732667342604095857#m,"By the way Kwanini even the senior guys working at EABL wanakunywa Keg? Do they know something the rest don't?  Last weekend an engineer there told me tukijua siri tutafurahi. What's that secret?  Ni kama keg sio mbaya, shida ni mahali hiyo kitu huuziwa.",,"Dec 7, 2023 · 7:44 AM UTC","{'comments': 27, 'retweets': 100, 'quotes': 3, 'likes': 732}"
679,https://twitter.com/MwangoCapital/status/1732610983523479993#m,9. Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.,,"Dec 7, 2023 · 4:00 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 3}"
680,https://twitter.com/imminentnewsITA/status/1732604758429507731#m,🇰🇪  EABL scuote il mercato della birra artigianale con il lancio di un nuovo microbirrificio #mostshared #kenya ign.translated.com/summary/i…,,"Dec 7, 2023 · 3:35 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
681,https://twitter.com/EthanHaywood04/status/1732548816186794263#m,Highlights vs SGS EABL 16pts 6ast @academybballeng,,"Dec 6, 2023 · 11:53 PM UTC","{'comments': 1, 'retweets': 6, 'quotes': 0, 'likes': 10}"
682,https://twitter.com/EABL/status/1732539917291368664#m,Organic Valley 2023 Holiday Giveaway https://www.organicvalley.coop/promotions/giveaway/,,"Dec 6, 2023 · 11:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
683,https://twitter.com/CharnwoodBball/status/1732507599562510433#m,WIN!!!  Huge win at home over Myerscough in the @academybballeng EABL! 👊  #BritishBasketball,,"Dec 6, 2023 · 9:09 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 18}"
684,https://twitter.com/ImKOT2/status/1732500778345017538#m,"Same thing happened to EABL, now look!",,"Dec 6, 2023 · 8:42 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
685,https://twitter.com/IBA_Copleston/status/1732494023703584800#m,"After a hard fought battle, the EABL boys secure the W adding another one to the win column!   Femi Edu led the way with 31 points followed by Charlie Smythe who contributed 21 points and 8 rebounds. Harry Laws also added 11 points and 9 rebounds.  #IBCfamily @academybballengland",,"Dec 6, 2023 · 8:15 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 1, 'likes': 10}"
686,https://twitter.com/ochipaps/status/1732493052843827602#m,December waits for no one..... By Chris Asego... @EABL_PLC @AsegoC @diageo,,"Dec 6, 2023 · 8:11 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
687,https://twitter.com/violetebell0/status/1732485819460456803#m,"Great job, Richard 👏",,"Dec 6, 2023 · 7:43 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
688,https://twitter.com/warothe/status/1732477521906606323#m,"Guys in Kenyan sports have for years known all about Ababu Smart and his Mavipindiree.   Man talks a good game but that's all it is, talk. Now Kenyans are getting to learn. Hectic.  Kalasha prize hoax aside, KNT wasn't renovated by Eabl? How much more can it be redone? Ala!",,"Dec 6, 2023 · 7:10 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}"
689,https://twitter.com/austin_tunoi/status/1732470054053097613#m,"Individual personalities count not gender. Most companies have crumbled under women leadership, even EABL $ Jumia are now struggling. There's a reason why in a poll most people even women prefer men as their bosses  Both men and women make great leaders. Competence ain't a gender",,"Dec 6, 2023 · 6:40 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
690,https://twitter.com/SteveComrades/status/1732465114228396233#m,Niliskia EABL ni kama women reps forum,,"Dec 6, 2023 · 6:20 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
691,https://twitter.com/petyrbaelish28/status/1732460368079835307#m,@EABL_PLC Ni wengine filled with toxic feminism,,"Dec 6, 2023 · 6:01 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
692,https://twitter.com/TyroneRone1/status/1732458044980695275#m,EABL 😂😂😂,,"Dec 6, 2023 · 5:52 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
693,https://twitter.com/CharnwoodBball/status/1732456568535257096#m,THE game to be at this evening in the @academybballeng EABL!    #BritishBasketball,,"Dec 6, 2023 · 5:46 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 7}"
694,https://twitter.com/RealDjTernity/status/1732438220397298010#m,LOL!!!I HAVE THAT CLOWN PHOTO OF HIM NI VENYE SINA TIME YA KUITAFUTA LOL!!! ANYWA NIMESHINDA NIMEINUA MAPIPE LEO AKI MVUA POLE😞... TUPATANE HIYO BASH YA EABL AFTERPARTY ILE YA CIRCUS CARAVAN!!,,"Dec 6, 2023 · 4:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
695,https://twitter.com/_wamwea/status/1732422057068282049#m,Nini hii walijenga hapa EABL na kama ni club wanataka tuanze kutembea huko lini?,,"Dec 6, 2023 · 3:29 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
696,https://twitter.com/imminent_news/status/1732416860803551294#m,🇰🇪  EABL shakes up craft beer market with launch of new microbrewery #mostshared #kenya ign.translated.com/summary/e…,,"Dec 6, 2023 · 3:09 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
697,https://twitter.com/jaco78/status/1732397977241559491#m,"@EABL_PLC will bring 🇰🇪 everything including Tusker Cider, Lemon, Mango & Ginger but continually fails to bring us @UgandaWaragi produced by its sister company in  🇺🇬",,"Dec 6, 2023 · 1:53 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
698,https://twitter.com/forrk_you/status/1732372010871755004#m,Tusker ndimu is quite 🔥 No? Tidai hau! @EABL_PLC mwikuo ta selee 😂,,"Dec 6, 2023 · 12:10 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
699,https://twitter.com/BeerAmbKE/status/1732371960900862205#m,@EABL_PLC I have a great idea. You will definitely like it and me and you will win big from this. How can I pitch to you?,,"Dec 6, 2023 · 12:10 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
700,https://twitter.com/NationAfrica/status/1732364261026938967#m,"EABL will start with four different flavours in the market under the brand name Manyatta. In the coming days, they will have Manyatta Cider, Manyatta Lemon and Ginger, Manyatta Mango and Ginger, and Mayatta Pineapple Mint. https://nation.africa/kenya/life-and-style/lifestyle/eabl-shakes-up-craft-beer-market-with-launch-of-new-microbrewery-4454668",,"Dec 6, 2023 · 11:40 AM UTC","{'comments': 26, 'retweets': 43, 'quotes': 9, 'likes': 149}"
701,https://twitter.com/ptwino/status/1732352971793457448#m,"It visited a long time, and they reached a point where, after a particular time, no more drinks. Then they said NBL products were not allowed, which I got because of EABL, but even other liquors and all? Anyway, I'm the 0.01% that isn't the target market.",,"Dec 6, 2023 · 10:55 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
702,https://twitter.com/Joashnjuguna/status/1732352736388067796#m,"Someone had hinted this a few months back but we all thought he was talking about the govt stake in EABL.  Eh eh eh my Lord, I wonder.",,"Dec 6, 2023 · 10:54 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
703,https://twitter.com/CharnwoodBball/status/1732352359915786677#m,"At home today in the EABL!  🆚 Myerscough, 4.30pm tip 📣 Spectators welcome!  AOC away against Ashville College, 2.30pm tip.  #BritishBasketball",,"Dec 6, 2023 · 10:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
